parameter	burnin	psrf	ess_concat	ess_0	ess_1	ess_2	ess_3	ess_4	ess_5	ess_6	ess_7	ess_8	ess_9
root_height_comparison9pop2	700	1.0020751530031382	1884.9480164163747	174.07179028975662	301.0	250.0296812555965	257.63075292507256	252.39545394491557	301.0	286.70395912991796	217.16588461307055	214.4980737227813	301.0
pop_size_comparison9pop2	700	1.0008646493825184	2292.9233129907566	191.57538375768493	274.78554821172787	301.0	301.0	222.44966338757737	301.0	207.0219292808509	141.91563593541352	301.0	265.1088591155917
pop_size_comparison9pop1	700	1.0009861516392737	2895.294211512144	227.44090974073484	249.8910010811898	301.0	211.26155743090948	301.0	298.5641176935416	301.0	301.0	285.7448028501108	244.16766844185776
pop_size_root_comparison9pop2	700	1.0002567799884972	3010.0	214.3491432978432	196.7919477795422	301.0	234.59539967261054	301.0	301.0	301.0	213.1943972622793	214.10407153557713	301.0
ln_likelihood_comparison11pop2	700	0.9995574182604778	2659.383026984412	301.0	301.0	299.5095718175964	212.31468524989708	301.0	301.0	301.0	204.97922060690058	301.0	301.0
root_height_comparison11pop2	700	1.0000701383318054	3010.0	238.68466879844817	295.6677107231126	301.0	301.0	301.0	239.32293111067236	204.42670872508546	301.0	211.20568939207064	301.0
pop_size_comparison11pop2	700	0.9992123243782187	3010.0	275.23015607916403	209.780825814144	301.0	294.48445422577475	177.60226506057768	301.0	301.0	301.0	295.40956343279277	301.0
pop_size_comparison11pop1	700	1.0007719825004628	2787.9621349609756	301.0	301.0	230.37584133535458	267.354462822978	212.35434886498737	301.0	301.0	162.87542467881352	301.0	301.0
pop_size_root_comparison11pop2	700	0.999332112156072	3010.0	216.14840097610306	217.55319109087884	301.0	301.0	267.1766494152632	301.0	301.0	180.21608765075476	301.0	301.0
ln_likelihood_comparison17pop1	700	1.0000406612758002	3010.0	207.67726328830057	301.0	245.16415580442654	301.0	301.0	301.0	301.0	301.0	301.0	271.36272973438673
root_height_comparison17pop1	700	1.0027617250884855	2289.7497838517434	163.3806368239443	301.0	301.0	198.8232347328898	301.0	270.2016193955795	301.0	185.99841276509656	301.0	225.9666302710818
pop_size_comparison17pop1	700	1.000196108955913	2488.127521599002	216.99210254029612	277.12343574512096	174.17438885231158	178.74918405201947	237.8833643762047	289.08819229421545	301.0	178.19870989204662	158.24850208348482	164.56392908769996
pop_size_comparison17pop2	700	1.0003175671727749	2401.984026247654	250.03217149456825	294.2394275187159	230.13602852837602	182.6349780549874	153.14756391438686	301.0	301.0	201.37468854221072	164.57061316045923	136.14400810703066
pop_size_root_comparison17pop1	700	1.0003055259498859	3010.0	224.98312919008592	301.0	301.0	249.58915816556382	301.0	301.0	301.0	301.0	244.32437741960177	301.0
ln_likelihood_comparison19pop2	700	0.9995621541107952	3010.0	301.0	301.0	301.0	301.0	191.86450685623703	301.0	301.0	301.0	301.0	301.0
root_height_comparison19pop2	700	1.0009586595744175	2975.3280668653524	301.0	301.0	301.0	191.69539664754117	258.7626856168725	301.0	301.0	225.97717705171726	221.451544349392	301.0
